2026-05-21 20:30:30 | logger | INFO     | kafka_weather_consumer.py:53 | run_weather_consumer | Processing weather for location 417, timestamp 1779391800
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:20 | process_raw_weather_message | ОБРАБОТКА ЛОКАЦИИ 417
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в temperature НЕ найдено! Среднее: 28.249999872843425, текущее: 28.25
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в pressure НЕ найдено! Среднее: 1010.6066609700521, текущее: 1010.5999755859375
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в humidity НЕ найдено! Среднее: 79.90311991373697, текущее: 81.11053466796875
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в wind_speed НЕ найдено! Среднее: 24.354046948750813, текущее: 15.12106990814209
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:28 | process_raw_weather_message | Successfully processed weather data
2026-05-21 20:30:30 | logger | INFO     | kafka_weather_consumer.py:53 | run_weather_consumer | Processing weather for location 418, timestamp 1779391800
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:20 | process_raw_weather_message | ОБРАБОТКА ЛОКАЦИИ 418
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в temperature НЕ найдено! Среднее: 25.473333485921223, текущее: 25.200000762939453
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в pressure НЕ найдено! Среднее: 1012.2466634114584, текущее: 1010.4000244140625
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в humidity НЕ найдено! Среднее: 85.84831085205079, текущее: 91.68675231933594
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в wind_speed НЕ найдено! Среднее: 4.1394309312105175, текущее: 5.091168403625488
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:28 | process_raw_weather_message | Successfully processed weather data
2026-05-21 20:30:30 | logger | INFO     | kafka_weather_consumer.py:53 | run_weather_consumer | Processing weather for location 419, timestamp 1779394500
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:20 | process_raw_weather_message | ОБРАБОТКА ЛОКАЦИИ 419
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в temperature НЕ найдено! Среднее: 14.125000068119594, текущее: 14.100000381469727
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в pressure НЕ найдено! Среднее: 1008.4071437290737, текущее: 1017.7999877929688
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в humidity НЕ найдено! Среднее: 89.03701836722237, текущее: 84.63232421875
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в wind_speed НЕ найдено! Среднее: 35.048651286533904, текущее: 36.8472785949707
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:28 | process_raw_weather_message | Successfully processed weather data
2026-05-21 20:30:30 | logger | INFO     | kafka_weather_consumer.py:53 | run_weather_consumer | Processing weather for location 420, timestamp 1779391800
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:20 | process_raw_weather_message | ОБРАБОТКА ЛОКАЦИИ 420
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в temperature НЕ найдено! Среднее: 25.289999771118165, текущее: 25.549999237060547
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в pressure НЕ найдено! Среднее: 1016.2599975585938, текущее: 1016.5
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в humidity НЕ найдено! Среднее: 71.64001770019532, текущее: 73.6677017211914
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в wind_speed НЕ найдено! Среднее: 23.071839650472004, текущее: 20.21296501159668
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:28 | process_raw_weather_message | Successfully processed weather data
2026-05-21 20:30:30 | logger | INFO     | kafka_weather_consumer.py:53 | run_weather_consumer | Processing weather for location 421, timestamp 1779391800
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:20 | process_raw_weather_message | ОБРАБОТКА ЛОКАЦИИ 421
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в temperature НЕ найдено! Среднее: 27.003333218892415, текущее: 33.79999923706055
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в pressure НЕ найдено! Среднее: 1018.2733317057292, текущее: 1015.5
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в humidity НЕ найдено! Среднее: 55.266666666666666, текущее: 35.0
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в wind_speed НЕ найдено! Среднее: 7.0392570972442625, текущее: 4.6938252449035645
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:28 | process_raw_weather_message | Successfully processed weather data
2026-05-21 20:30:30 | logger | INFO     | kafka_weather_consumer.py:53 | run_weather_consumer | Processing weather for location 422, timestamp 1779394500
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:20 | process_raw_weather_message | ОБРАБОТКА ЛОКАЦИИ 422
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в temperature НЕ найдено! Среднее: -6.600000010596381, текущее: -6.25
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в pressure НЕ найдено! Среднее: 1018.166668927228, текущее: 1018.7999877929688
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в humidity НЕ найдено! Среднее: 86.75159878200955, текущее: 84.7249526977539
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:131 | check_anomalies | Аномалия: wind_speed: 32.62968444824219! Среднее: 16.60692027763084
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:177 | save_anomaly | Обновляем аномалию для локации 422:  (1 новых параметров или прошло более суток)
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:28 | process_raw_weather_message | Successfully processed weather data
2026-05-21 20:30:30 | logger | INFO     | kafka_weather_consumer.py:53 | run_weather_consumer | Processing weather for location 423, timestamp 1779391800
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:20 | process_raw_weather_message | ОБРАБОТКА ЛОКАЦИИ 423
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:131 | check_anomalies | Аномалия: temperature: 16.049999237060547! Среднее: 5.7999998768170675
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в pressure НЕ найдено! Среднее: 1014.686669921875, текущее: 1021.0999755859375
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в humidity НЕ найдено! Среднее: 61.06716740926107, текущее: 34.42177200317383
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в wind_speed НЕ найдено! Среднее: 11.169321219126383, текущее: 7.208993911743164
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:157 | check_anomalies | Аномалия для локации 423 не сохранена (уже существует)
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:28 | process_raw_weather_message | Successfully processed weather data
2026-05-21 20:30:30 | logger | INFO     | kafka_weather_consumer.py:53 | run_weather_consumer | Processing weather for location 424, timestamp 1779391800
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:20 | process_raw_weather_message | ОБРАБОТКА ЛОКАЦИИ 424
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в temperature НЕ найдено! Среднее: 26.293333180745442, текущее: 26.149999618530273
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в pressure НЕ найдено! Среднее: 1012.3200032552083, текущее: 1013.7999877929688
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в humidity НЕ найдено! Среднее: 70.00688273111979, текущее: 82.3272705078125
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в wind_speed НЕ найдено! Среднее: 16.262723922729492, текущее: 7.6473517417907715
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:28 | process_raw_weather_message | Successfully processed weather data
2026-05-21 20:30:30 | logger | INFO     | kafka_weather_consumer.py:53 | run_weather_consumer | Processing weather for location 425, timestamp 1779391800
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:20 | process_raw_weather_message | ОБРАБОТКА ЛОКАЦИИ 425
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в temperature НЕ найдено! Среднее: 22.783333206176756, текущее: 19.299999237060547
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в pressure НЕ найдено! Среднее: 1008.513330078125, текущее: 1008.0
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в humidity НЕ найдено! Среднее: 78.47658106486003, текущее: 93.3556900024414
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в wind_speed НЕ найдено! Среднее: 12.845519733428954, текущее: 8.20926284790039
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:28 | process_raw_weather_message | Successfully processed weather data
2026-05-21 20:30:30 | logger | INFO     | kafka_weather_consumer.py:53 | run_weather_consumer | Processing weather for location 426, timestamp 1779394500
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:20 | process_raw_weather_message | ОБРАБОТКА ЛОКАЦИИ 426
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в temperature НЕ найдено! Среднее: 14.867856979370117, текущее: 10.699999809265137
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в pressure НЕ найдено! Среднее: 1008.5, текущее: 1004.2999877929688
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в humidity НЕ найдено! Среднее: 69.41722406659808, текущее: 70.2434310913086
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в wind_speed НЕ найдено! Среднее: 34.98776050976345, текущее: 51.2073860168457
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:28 | process_raw_weather_message | Successfully processed weather data
2026-05-21 20:30:30 | logger | INFO     | kafka_weather_consumer.py:53 | run_weather_consumer | Processing weather for location 427, timestamp 1779391800
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:20 | process_raw_weather_message | ОБРАБОТКА ЛОКАЦИИ 427
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в temperature НЕ найдено! Среднее: 26.593333435058593, текущее: 26.850000381469727
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в pressure НЕ найдено! Среднее: 1012.6933349609375, текущее: 1012.4000244140625
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в humidity НЕ найдено! Среднее: 82.32282155354818, текущее: 83.40904235839844
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в wind_speed НЕ найдено! Среднее: 16.950916067759195, текущее: 17.570987701416016
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:28 | process_raw_weather_message | Successfully processed weather data
2026-05-21 20:30:30 | logger | INFO     | kafka_weather_consumer.py:53 | run_weather_consumer | Processing weather for location 428, timestamp 1779391800
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:20 | process_raw_weather_message | ОБРАБОТКА ЛОКАЦИИ 428
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в temperature НЕ найдено! Среднее: 26.606666819254556, текущее: 27.350000381469727
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в pressure НЕ найдено! Среднее: 1012.6599975585938, текущее: 1012.2999877929688
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в humidity НЕ найдено! Среднее: 81.92445526123046, текущее: 79.54629516601562
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в wind_speed НЕ найдено! Среднее: 14.640771929423014, текущее: 13.356436729431152
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:28 | process_raw_weather_message | Successfully processed weather data
2026-05-21 20:30:30 | logger | INFO     | kafka_weather_consumer.py:53 | run_weather_consumer | Processing weather for location 429, timestamp 1779391800
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:20 | process_raw_weather_message | ОБРАБОТКА ЛОКАЦИИ 429
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в temperature НЕ найдено! Среднее: 19.570000076293944, текущее: 14.100000381469727
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в pressure НЕ найдено! Среднее: 1019.4333374023438, текущее: 1022.2999877929688
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:131 | check_anomalies | Аномалия: humidity: 95.24381256103516! Среднее: 53.712008794148765
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в wind_speed НЕ найдено! Среднее: 10.818487040201823, текущее: 7.689602851867676
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:157 | check_anomalies | Аномалия для локации 429 не сохранена (уже существует)
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:28 | process_raw_weather_message | Successfully processed weather data
2026-05-21 20:30:30 | logger | INFO     | kafka_weather_consumer.py:53 | run_weather_consumer | Processing weather for location 430, timestamp 1779391800
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:20 | process_raw_weather_message | ОБРАБОТКА ЛОКАЦИИ 430
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в temperature НЕ найдено! Среднее: 17.263333129882813, текущее: 18.299999237060547
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в pressure НЕ найдено! Среднее: 1023.7199991861979, текущее: 1018.2999877929688
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в humidity НЕ найдено! Среднее: 75.6, текущее: 81.0
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в wind_speed НЕ найдено! Среднее: 21.906107902526855, текущее: 15.226763725280762
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:28 | process_raw_weather_message | Successfully processed weather data
2026-05-21 20:30:30 | logger | INFO     | kafka_weather_consumer.py:53 | run_weather_consumer | Processing weather for location 431, timestamp 1779391800
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:20 | process_raw_weather_message | ОБРАБОТКА ЛОКАЦИИ 431
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в temperature НЕ найдено! Среднее: 28.06999994913737, текущее: 26.75
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в pressure НЕ найдено! Среднее: 1009.3933349609375, текущее: 1010.5999755859375
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в humidity НЕ найдено! Среднее: 80.81009928385417, текущее: 86.9779281616211
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в wind_speed НЕ найдено! Среднее: 28.158670552571614, текущее: 30.659236907958984
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:28 | process_raw_weather_message | Successfully processed weather data
2026-05-21 20:30:30 | logger | INFO     | kafka_weather_consumer.py:53 | run_weather_consumer | Processing weather for location 432, timestamp 1779394500
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:20 | process_raw_weather_message | ОБРАБОТКА ЛОКАЦИИ 432
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:131 | check_anomalies | Аномалия: temperature: 3.3499999046325684! Среднее: 1.5437499913387
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в pressure НЕ найдено! Среднее: 1011.4937553405762, текущее: 1010.4000244140625
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в humidity НЕ найдено! Среднее: 81.63004446029663, текущее: 78.40660095214844
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в wind_speed НЕ найдено! Среднее: 23.7520352602005, текущее: 24.072265625
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:177 | save_anomaly | Обновляем аномалию для локации 432:  (1 новых параметров или прошло более суток)
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:28 | process_raw_weather_message | Successfully processed weather data
2026-05-21 20:30:30 | logger | INFO     | kafka_weather_consumer.py:53 | run_weather_consumer | Processing weather for location 433, timestamp 1779391800
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:20 | process_raw_weather_message | ОБРАБОТКА ЛОКАЦИИ 433
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в temperature НЕ найдено! Среднее: 18.756666564941405, текущее: 19.299999237060547
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в pressure НЕ найдено! Среднее: 1026.533329264323, текущее: 1024.199951171875
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в humidity НЕ найдено! Среднее: 81.35511678059896, текущее: 74.96147918701172
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в wind_speed НЕ найдено! Среднее: 18.31375281016032, текущее: 28.00605583190918
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:28 | process_raw_weather_message | Successfully processed weather data
2026-05-21 20:30:30 | logger | INFO     | kafka_weather_consumer.py:53 | run_weather_consumer | Processing weather for location 434, timestamp 1779391800
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:20 | process_raw_weather_message | ОБРАБОТКА ЛОКАЦИИ 434
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в temperature НЕ найдено! Среднее: 9.99333324432373, текущее: 10.350000381469727
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в pressure НЕ найдено! Среднее: 1017.233321126302, текущее: 1025.699951171875
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в humidity НЕ найдено! Среднее: 75.98001810709636, текущее: 69.20413208007812
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в wind_speed НЕ найдено! Среднее: 29.45649185180664, текущее: 13.1695556640625
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:28 | process_raw_weather_message | Successfully processed weather data
2026-05-21 20:30:30 | logger | INFO     | kafka_weather_consumer.py:53 | run_weather_consumer | Processing weather for location 435, timestamp 1779391800
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:20 | process_raw_weather_message | ОБРАБОТКА ЛОКАЦИИ 435
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в temperature НЕ найдено! Среднее: 25.93116658528646, текущее: 26.664499282836914
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в pressure НЕ найдено! Среднее: 1016.493339029948, текущее: 1015.2000122070312
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в humidity НЕ найдено! Среднее: 78.64791056315104, текущее: 70.97010803222656
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в wind_speed НЕ найдено! Среднее: 23.402178446451824, текущее: 24.591583251953125
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:28 | process_raw_weather_message | Successfully processed weather data
2026-05-21 20:30:30 | logger | INFO     | kafka_weather_consumer.py:53 | run_weather_consumer | Processing weather for location 436, timestamp 1779391800
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:20 | process_raw_weather_message | ОБРАБОТКА ЛОКАЦИИ 436
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в temperature НЕ найдено! Среднее: -12.556666628519695, текущее: -18.299999237060547
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в pressure НЕ найдено! Среднее: 974.1466715494792, текущее: 993.5999755859375
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в humidity НЕ найдено! Среднее: 86.66687622070313, текущее: 86.1067886352539
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в wind_speed НЕ найдено! Среднее: 26.08351453145345, текущее: 10.152064323425293
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:28 | process_raw_weather_message | Successfully processed weather data
2026-05-21 20:30:30 | logger | INFO     | kafka_weather_consumer.py:53 | run_weather_consumer | Processing weather for location 437, timestamp 1779391800
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:20 | process_raw_weather_message | ОБРАБОТКА ЛОКАЦИИ 437
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в temperature НЕ найдено! Среднее: 8.553125083446503, текущее: 6.099999904632568
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в pressure НЕ найдено! Среднее: 999.1625099182129, текущее: 991.7000122070312
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в humidity НЕ найдено! Среднее: 83.44956588745117, текущее: 81.38146209716797
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в wind_speed НЕ найдено! Среднее: 32.10410016775131, текущее: 45.13264465332031
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:28 | process_raw_weather_message | Successfully processed weather data
2026-05-21 20:30:30 | logger | INFO     | kafka_weather_consumer.py:53 | run_weather_consumer | Processing weather for location 438, timestamp 1779394500
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:20 | process_raw_weather_message | ОБРАБОТКА ЛОКАЦИИ 438
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в temperature НЕ найдено! Среднее: 28.98928587777274, текущее: 25.350000381469727
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в pressure НЕ найдено! Среднее: 1009.7857099260602, текущее: 1011.5999755859375
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в humidity НЕ найдено! Среднее: 52.55083451952253, текущее: 63.8018913269043
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в wind_speed НЕ найдено! Среднее: 22.845156056540354, текущее: 17.100000381469727
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:28 | process_raw_weather_message | Successfully processed weather data
2026-05-21 20:30:30 | logger | INFO     | kafka_weather_consumer.py:53 | run_weather_consumer | Processing weather for location 439, timestamp 1779391800
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:20 | process_raw_weather_message | ОБРАБОТКА ЛОКАЦИИ 439
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в temperature НЕ найдено! Среднее: 26.450000127156574, текущее: 26.850000381469727
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в pressure НЕ найдено! Среднее: 1012.406669108073, текущее: 1012.5
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в humidity НЕ найдено! Среднее: 78.98189493815104, текущее: 77.3393783569336
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в wind_speed НЕ найдено! Среднее: 24.685509872436523, текущее: 26.410974502563477
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:28 | process_raw_weather_message | Successfully processed weather data
2026-05-21 20:30:30 | logger | INFO     | kafka_weather_consumer.py:53 | run_weather_consumer | Processing weather for location 440, timestamp 1779391800
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:20 | process_raw_weather_message | ОБРАБОТКА ЛОКАЦИИ 440
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в temperature НЕ найдено! Среднее: 27.446666717529297, текущее: 27.950000762939453
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в pressure НЕ найдено! Среднее: 1010.4666666666667, текущее: 1011.7000122070312
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в humidity НЕ найдено! Среднее: 82.3883778889974, текущее: 78.67652130126953
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в wind_speed НЕ найдено! Среднее: 34.049374389648435, текущее: 42.474281311035156
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:28 | process_raw_weather_message | Successfully processed weather data
2026-05-21 20:30:30 | logger | INFO     | kafka_weather_consumer.py:53 | run_weather_consumer | Processing weather for location 441, timestamp 1779391800
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:20 | process_raw_weather_message | ОБРАБОТКА ЛОКАЦИИ 441
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в temperature НЕ найдено! Среднее: -50.893333180745444, текущее: -49.0
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в pressure НЕ найдено! Среднее: 1010.8466634114583, текущее: 996.0999755859375
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в humidity НЕ найдено! Среднее: 62.7600830078125, текущее: 60.99693298339844
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в wind_speed НЕ найдено! Среднее: 37.15733413696289, текущее: 50.07786178588867
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:28 | process_raw_weather_message | Successfully processed weather data
2026-05-21 20:30:30 | logger | INFO     | kafka_weather_consumer.py:53 | run_weather_consumer | Processing weather for location 442, timestamp 1779391800
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:20 | process_raw_weather_message | ОБРАБОТКА ЛОКАЦИИ 442
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в temperature НЕ найдено! Среднее: 27.842105363544665, текущее: 26.850000381469727
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в pressure НЕ найдено! Среднее: 1015.3315847296464, текущее: 1016.4000244140625
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в humidity НЕ найдено! Среднее: 70.73054865786904, текущее: 74.56600189208984
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:152 | check_anomalies | Аномалий в wind_speed НЕ найдено! Среднее: 24.527161999752646, текущее: 31.530839920043945
2026-05-21 20:30:30 | logger | INFO     | consumer_service.py:28 | process_raw_weather_message | Successfully processed weather data
2026-05-21 20:30:30 | logger | INFO     | kafka_weather_consumer.py:53 | run_weather_consumer | Processing weather for location 443, timestamp 1779391800
